,NaturalGas_Conv,Nuclear,Curtailment,Cost,WindTurbine
51,81.34697796951014,500.0,-0.0,0.004726614795803424,214.19164675145095
52,0.0,500.0,-110.21729816881953,0.0029055,374.239765995703
53,0.0,500.0,-91.01397729785583,0.0029055,353.3982372133081
54,0.0,500.0,-32.16162503858442,0.0029055,325.11358621726566
55,187.39599232970932,500.0,-0.0,0.007100734080285203,96.49865373030075
56,84.26950323698145,500.0,-0.0,0.004792041368966304,171.63370928718686
57,13.650743448664116,500.0,-0.0,0.0032110991935852436,334.5612863627139
58,0.0,500.0,-210.56957871797727,0.0029055,507.81560518105584
59,0.0,500.0,-428.6565189702203,0.0029055,784.9037077312871
60,0.0,500.0,-22.081812358327625,0.0029055,396.59734372917364
61,0.0,500.0,-50.1620027428757,0.0029055,437.953569733455
62,233.3894400968959,500.0,-0.0,0.00813038939544921,181.7912690731158
63,236.1411569821296,500.0,-0.0,0.008191992081358936,190.33697992858885
64,0.0,500.0,-75.04589876931777,0.0029055,533.5625512367911
65,0.0,500.0,-51.92673185875162,0.0029055,488.4897891450332
66,0.0,500.0,-383.84902878342905,0.0029055,812.5443619219338
67,0.0,500.0,-32.33526139568244,0.0029055,486.4875398828824
68,410.0083759788412,500.0,-0.0,0.012084357513038317,56.23523272394225
69,0.0,500.0,-157.04676300369238,0.0029055,571.0237958766284
70,129.26004370073065,500.0,-0.0,0.005799244598328257,298.3761340479451
71,18.35893948358239,500.0,-0.0,0.003316501578218959,351.87986215124323
72,0.0,500.0,-33.61777799405809,0.0029055,410.26219669904594
73,130.66332966406685,500.0,-0.0,0.005830659961189465,210.91453608541138
74,0.0,500.0,-180.3499766661858,0.0029055,492.13546733467064
75,0.0,500.0,-115.43760357769821,0.0029055,417.42593220789564
76,0.0,500.0,-160.90570907979316,0.0029055,416.9529215566266
77,0.0,500.0,-177.80912726621187,0.0029055,444.94700292581996
78,0.0,500.0,-414.8331167905202,0.0029055,650.4255251426542
79,0.0,500.0,-113.26651570463042,0.0029055,351.2670988661675
80,0.0,500.0,-20.95836789967541,0.0029055,322.1965530937207
81,0.0,500.0,-170.57312094238125,0.0029055,469.2365317373426
82,0.0,500.0,-169.55978275517703,0.0029055,511.5144150637526
83,0.0,500.0,-85.01358951384282,0.0029055,434.51368247006644
84,0.0,500.0,-405.7998625888267,0.0029055,763.1437337378504
85,388.449284099687,500.0,-0.0,0.011601714123139694,62.04297251425492
86,345.5854360328126,500.0,-0.0,0.010642121156466577,97.83989873649331
87,289.36004278824714,500.0,-0.0,0.00938340327790049,148.89491643458268
88,412.81377211931533,500.0,-0.0,0.012147161916435114,35.003656110838435
89,368.2120339632763,500.0,-0.0,0.011148662804335867,116.68780957073551
90,0.0,500.0,-339.5011322381557,0.0029055,787.0894238896483
91,78.41647846485694,500.0,-0.0,0.004661009703392753,397.44086030245626
92,151.8317098403429,500.0,-0.0,0.0063045564881957575,295.12414173305075
93,133.84644590236724,500.0,-0.0,0.005901920384416295,258.2515716666933
94,0.0,500.0,-148.97535874776963,0.0029055,558.5071375666753
95,0.0,500.0,-190.82443458148668,0.0029055,583.5329910142501
96,30.421393160445177,500.0,-0.0,0.0035865437286828864,326.92042080915553
97,120.92567315602537,500.0,-0.0,0.00561266304494394,220.65435025242175
98,212.3302849879634,500.0,-0.0,0.007658938090025537,115.97194033310474
99,0.0,500.0,-254.41308544592357,0.0029055,530.5990326358192
100,0.0,500.0,-418.2451032805848,0.0029055,734.4740875880104
101,0.0,500.0,-472.672384329205,0.0029055,743.8375985056745
102,0.0,500.0,-107.29768220201697,0.0029055,391.96534787819826
103,0.0,500.0,-84.3962768814784,0.0029055,330.8190847415735
104,0.0,500.0,-72.70077680708204,0.0029055,381.12567966691535
105,0.0,500.0,-256.0719226616475,0.0029055,577.2563792784553
106,0.0,500.0,-9.302179531531806,0.0029055,327.86296690298013
107,0.0,500.0,-179.07713283533792,0.0029055,545.762169127178
108,139.74139741930605,500.0,-0.0,0.006033890664026004,248.4638758942816
109,0.0,500.0,-223.48127481632116,0.0029055,644.806615113724
110,360.97977037899545,500.0,-0.0,0.010986754119474572,76.00696268974824
111,119.15506788348216,500.0,-0.0,0.005573024504707515,310.77126826303527
112,0.0,500.0,-47.24376275218077,0.0029055,500.20955122021047
113,0.0,500.0,-177.0608010659937,0.0029055,602.425597721067
114,0.0,500.0,-116.07649553372619,0.0029055,572.8328075186387
115,98.40977378673074,500.0,-0.0,0.005108599605763542,340.79956382924115
116,0.0,500.0,-114.37122887313046,0.0029055,570.1481775715567
117,0.0,500.0,-5.93014988754453,0.0029055,448.6219792978284
118,137.54017637949528,500.0,-0.0,0.005984611928607761,270.0105865271012
119,114.45512873666007,500.0,-0.0,0.005467806967027609,222.0229964321406
120,0.0,500.0,-257.264006222352,0.0029055,613.8919774773555
121,256.94792446744157,500.0,-0.0,0.008657793185052614,45.68075667576154
122,0.0,500.0,-0.41200962549680753,0.0029055,311.5967124151365
123,0.0,500.0,-42.3857669773318,0.0029055,332.03997538353457
124,0.0,500.0,-24.438192886998422,0.0029055,279.6854095643763
125,0.0,500.0,-85.0070285530017,0.0029055,331.2148128901653
126,0.0,500.0,-355.581855187316,0.0029055,644.2326119653859
127,0.0,500.0,-216.06781197304826,0.0029055,537.0001590892584
128,51.98275908126982,500.0,-0.0,0.004069238027552388,242.020877794754
129,0.0,500.0,-411.28149309300943,0.0029055,731.1822687929001
130,0.0,500.0,-345.34897348693517,0.0029055,671.1800352391422
131,0.0,500.0,-54.70981849760386,0.0029055,410.2265318962505
132,0.0,500.0,-211.89455141820542,0.0029055,565.7911373777438
133,0.0,500.0,-157.90426468796568,0.0029055,568.3669223291135
134,0.0,500.0,-205.08512670751054,0.0029055,638.1037685875374
135,110.99096076223759,500.0,-0.0,0.005390254638584213,328.8153472429912
136,243.18732841779843,500.0,-0.0,0.008349734721289253,215.1691256125126
137,0.0,500.0,-20.05465041924697,0.0029055,474.19968150570594
138,242.54986930519317,500.0,-0.0,0.00833546392413536,241.57508322268708
139,0.0,500.0,-337.25905075811636,0.0029055,786.4352572558506
140,0.0,500.0,-163.01166132919786,0.0029055,604.5191985541616
141,302.3747859621501,500.0,-0.0,0.009674764333334654,133.42524823890827
142,0.0,500.0,-286.67257720157227,0.0029055,685.6155618642496
143,173.33480545251837,500.0,-0.0,0.006785946289665529,205.38224743507425
144,0.0,500.0,-137.48018160633313,0.0029055,449.67716275617664
145,266.46994708188777,500.0,-0.0,0.008870962705322222,52.391728871658174
146,0.0,500.0,-660.3582331386941,0.0029055,1000.0
147,0.0,500.0,-477.9157306195615,0.0029055,773.2844648102176
148,0.0,500.0,-78.26251700187447,0.0029055,375.53894013382785
149,0.0,500.0,-396.0830343289099,0.0029055,677.6655281584586
150,66.1495810821292,500.0,-0.0,0.004386390671685627,246.1846427016284
151,0.0,500.0,-458.44802004284304,0.0029055,730.2224139014445
152,0.0,500.0,-67.59495190506368,0.0029055,352.98093054065373
153,67.83455617469667,500.0,-0.0,0.004424112209082934,264.5724761027512
154,53.062032269267775,500.0,-0.0,0.004093399716412097,304.5674677613966
155,136.9831274071322,500.0,-0.0,0.005972141273263469,236.41032985513394
156,63.117340980658355,500.0,-0.0,0.004318507912533999,334.6018575444172
157,0.0,500.0,-194.25146130635937,0.0029055,596.9963579785284
158,132.36593214225104,500.0,-0.0,0.005868776122868574,322.4293948090594
159,151.63125889545688,500.0,-0.0,0.0063000689928925935,299.7971613499533
160,53.384170365867476,500.0,-0.0,0.004100611421980675,416.6283741374086
161,297.92656632781745,500.0,-0.0,0.00957518204038085,157.29687834062744
162,189.6112796172804,500.0,-0.0,0.007150327716792056,310.38872038271967
163,326.2116204475452,500.0,-0.0,0.010208399546959195,117.48476271474468
164,214.6194041258592,500.0,-0.0,0.00771018460016561,225.8785144580498
165,0.0,500.0,-72.92280652700117,0.0029055,470.0579618187942
166,86.73924392927029,500.0,-0.0,0.004847331453844575,293.16954573362887
167,177.90879814079733,500.0,-0.0,0.00688834426397803,192.04529140374942
