,NaturalGas_Conv,Nuclear,Curtailment,Cost,WindTurbine
0,0.0,500.0,-567.3955280440324,0.0029055,885.2864628917282
1,298.28720791913236,500.0,-0.0,0.009583255723685617,26.642873648689804
2,0.0,500.0,-0.5010160879026557,0.0029055,315.4818702493404
3,38.03068615223822,500.0,-0.0,0.003756892970890157,246.42515850060582
4,0.0,500.0,-168.58454509903936,0.0029055,451.62203647710476
5,150.18650307216865,500.0,-0.0,0.00626772524427664,162.3026610787334
6,0.0,500.0,-99.19220625251035,0.0029055,326.02400082687905
7,0.0,500.0,-556.1464158039967,0.0029055,832.285053106976
8,0.0,500.0,-59.20929883119027,0.0029055,296.0010898663438
9,0.0,500.0,-434.8779468335864,0.0029055,725.0112817292128
10,162.39702136540473,500.0,-0.0,0.006541082117307316,131.59081128951092
11,0.0,500.0,-44.21186599030034,0.0029055,395.95861873776664
12,0.0,500.0,-115.28676709032368,0.0029055,450.59611396554453
13,95.13596791806185,500.0,-0.0,0.005035308913781651,290.78118542967604
14,0.0,500.0,-345.1484594770495,0.0029055,720.2239747957431
15,46.510851274756874,500.0,-0.0,0.0039467384274879825,331.1369517551544
16,116.64637914056084,500.0,-0.0,0.005516862489819736,324.6078035519607
17,0.0,500.0,-72.7600641185254,0.0029055,547.499927281811
18,0.0,500.0,-126.88811799112136,0.0029055,581.4554191652824
19,323.3052016633261,500.0,-0.0,0.010143333549636882,98.76696748306924
20,0.0,500.0,-54.68693400973115,0.0029055,490.6759392744371
21,73.35660193981971,500.0,-0.0,0.004547734247626744,356.48188806510467
22,89.79118088358769,500.0,-0.0,0.004915655166440878,328.04679826757757
23,66.23596457694316,500.0,-0.0,0.0043883245389840266,284.28935124832594
24,0.0,500.0,-269.0932038938887,0.0029055,630.0537098731256
25,12.852404974133833,500.0,-0.0,0.003193226790155934,317.35081519927047
26,0.0,500.0,-334.60966390869737,0.0029055,635.249031252212
27,259.8496903900243,500.0,-0.0,0.008722755018761474,22.794645097137156
28,0.0,500.0,-174.76819678430286,0.0029055,430.29341377195567
29,0.0,500.0,-155.92489804518374,0.0029055,404.2531539894191
30,121.1511307738449,500.0,-0.0,0.005617710364634066,162.00541612520993
31,161.2391207433451,500.0,-0.0,0.0065151601960812665,106.24134491933974
32,0.0,500.0,-333.39551693613157,0.0029055,597.6462595437685
33,0.0,500.0,-128.76387240859623,0.0029055,371.3074228151457
34,0.0,500.0,-261.6095730971299,0.0029055,555.1281052897057
35,0.0,500.0,-297.9390342965328,0.0029055,621.9284457824517
36,88.86881391853922,500.0,-0.0,0.004895006137194338,245.2775163859882
37,0.0,500.0,-95.99083503256168,0.0029055,453.69381856815585
38,123.49215952994086,500.0,-0.0,0.005670118975396786,297.25434671310717
39,375.17612790451074,500.0,-0.0,0.011304567975398283,44.16807237394007
40,0.0,500.0,-21.478817748057622,0.0029055,427.4048761325454
41,313.2232251679103,500.0,-0.0,0.009917628341834009,107.71008772945382
42,158.09408648279782,500.0,-0.0,0.006444752314090395,284.11981519375985
43,80.61478608311563,500.0,-0.0,0.00471022321604271,383.53686233943023
44,6.812542757085566,500.0,-0.0,0.0030580123947028747,397.0667270426761
45,147.64494974455056,500.0,-0.0,0.006210827489931254,298.3338910351116
46,187.16132287642108,500.0,-0.0,0.007095480535234439,199.143158613435
47,179.96115752692492,500.0,-0.0,0.006934290433555268,159.9225695253292
48,74.56816003005406,500.0,-0.0,0.00457485739859282,282.6636356851573
49,0.0,500.0,-399.2919849331287,0.0029055,749.8556006902969
50,293.04352723518946,500.0,-0.0,0.009465865444214187,4.330566181849341
