,n_days,solve_time_logical,solve_time_optimal
0,1,1.719228982925415,68.41379618644714
1,5,5.266185998916626,76.3621621131897
2,10,9.838140726089478,85.34428787231445
3,25,23.207179069519043,111.28539419174194
4,50,45.37133598327637,152.60820078849792
5,100,85.9098379611969,238.54774975776672
6,200,178.04948711395264,423.0942928791046
7,300,264.35090684890747,623.4259510040283
8,365,316.0977122783661,760.8161778450012
