,NaturalGas_Conv,Nuclear,Battery,Curtailment,Battery_charge,Battery_level,Cost,WindTurbine
131,0.0,500.0,0.0,-644.4832866013534,-0.0,491.75325582727373,0.0029055,1000.0
132,0.0,500.0,0.0,-396.10341404046164,-250.0,722.2418672595959,0.0029055,1000.0
133,0.0,500.0,0.0,-339.53734235885213,-250.0,952.730478691918,0.0029055,1000.0
134,120.40143468105657,500.0,250.0,-0.0,-0.0,722.2418672595959,0.005600926918204813,62.61720719897025
135,132.08864676362964,500.0,250.0,-0.0,-0.0,491.75325582727373,0.005862568535097376,57.71766124159913
136,0.0,500.0,0.0,-291.64354596968894,-250.0,722.2418672595959,0.0029055,1000.0
137,0.0,500.0,0.0,-295.85496891354103,-250.0,952.730478691918,0.0029055,1000.0
138,234.12495252788028,500.0,250.0,-0.0,-0.0,722.2418672595959,0.008146855312241656,0.0
139,199.17620649773426,500.0,250.0,-0.0,-0.0,491.75325582727373,0.007364457734864777,0.0
140,0.0,500.0,0.0,-308.4924627750363,-250.0,722.2418672595959,0.0029055,1000.0
141,39.29412052122302,500.0,250.0,-0.0,-0.0,491.75325582727373,0.00378517747610862,146.50591367983532
142,0.0,500.0,0.0,-351.0570153373227,-250.0,722.2418672595959,0.0029055,1000.0
143,0.0,500.0,0.0,-371.28294711240744,-250.0,952.730478691918,0.0029055,1000.0
144,62.19698114984351,500.0,250.0,-0.0,-0.0,722.2418672595959,0.004297903817001547,0.0
145,0.0,500.0,193.6738115002072,-0.0,-0.0,543.6834357256437,0.0029055,125.18786445333882
146,89.64176686130588,500.0,250.0,-0.0,-0.0,313.19482429332146,0.004912310234724055,0.0
147,0.0,500.0,171.42571821130366,-0.0,-0.0,155.14812127607377,0.0029055,123.94301597935252
148,0.0,500.0,0.0,-0.0,-97.34891184010434,244.89938333396654,0.0029055,394.6253349720577
149,0.0,500.0,34.48487603965714,-0.0,-0.0,213.1058985587812,0.0029055,247.09761778989164
150,0.0,500.0,74.0768485563965,-0.0,-0.0,144.8104187065962,0.0029055,238.25737522736114
151,0.0,500.0,0.0,-478.22560614139854,-250.0,375.2990301389184,0.0029055,1000.0
152,0.0,500.0,0.0,-0.0,-177.5833369586149,539.0227771353557,0.0029055,462.96931559420494
153,0.0,500.0,0.0,-417.5929677225522,-250.0,769.5113885676778,0.0029055,1000.0
154,0.0,500.0,0.0,-392.3704999693357,-250.0,1000.0,0.0029055,1000.0
155,49.923575673907635,500.0,250.0,-0.0,-0.0,769.5113885676778,0.00402313908861177,73.46988158835845
156,147.71919852507563,500.0,250.0,-0.0,-0.0,539.0227771353557,0.006212489697380868,0.0
157,21.04854223757934,500.0,250.0,-0.0,-0.0,308.5341657030335,0.003376713715072689,131.69635443458972
158,92.34650729098689,500.0,250.0,-0.0,-0.0,78.04555427071134,0.004972861258723324,112.4488196603235
159,283.93625605397517,500.0,78.04555427071134,-0.0,-0.0,6.091108541422542,0.009261980964280343,89.44660992072363
160,0.0,500.0,0.0,-279.9874554967239,-250.0,236.57971997374472,0.0029055,1000.0
161,0.0,500.0,0.0,-246.35099365241808,-250.0,467.06833140606693,0.0029055,951.574438320863
162,250.0,500.0,250.0,-0.0,-0.0,236.57971997374474,0.00850225,0.0
163,29.26581252884958,500.0,236.57971997374474,-0.0,-0.0,18.463995374560564,0.0035606737450833556,177.85085065969554
164,0.0,500.0,0.0,-0.0,-196.8875771674857,199.9853724529924,0.0029055,637.3854957513947
165,74.38824957330644,500.0,199.9853724529924,-0.0,-0.0,15.60796923912842,0.004570829743197611,122.76153326549424
166,364.3008204237707,500.0,15.60796923912842,-0.0,-0.0,1.2181326103079888,0.011061102466826955,0.0
167,230.58994950139902,500.0,1.2181326103079888,-0.0,-0.0,0.09506983474671529,0.00806771719948782,138.14600743283975
