,NaturalGas_Conv,Nuclear,Curtailment,Cost
0,317.8909348476958,500.0,-0.0,0.010022124358435367
1,324.9300815678222,500.0,-0.0,0.010179709736058836
2,314.9808541614377,500.0,-0.0,0.009956976382112107
3,284.455844652844,500.0,-0.0,0.00927361299424322
4,283.0374913780654,500.0,-0.0,0.00924186031948075
5,312.48916415090207,500.0,-0.0,0.009901194917846246
6,226.8317945743687,500.0,-0.0,0.007983583385136392
7,276.1386373029793,500.0,-0.0,0.009087415673301798
8,236.79179103515355,500.0,-0.0,0.008206557825903984
9,290.1333348956264,500.0,-0.0,0.00940071496830839
10,293.9878326549157,500.0,-0.0,0.009487005609645598
11,351.7467527474663,500.0,-0.0,0.010780054553757528
12,335.30934687522085,500.0,-0.0,0.01041207034849557
13,385.9171533477379,500.0,-0.0,0.011545027311995809
14,375.07551531869353,500.0,-0.0,0.011302315561439593
15,377.6478030299113,500.0,-0.0,0.011359901366430624
16,441.25418269252157,500.0,-0.0,0.012783857387937482
17,474.7398631632856,500.0,-0.0,0.013533501316636476
18,454.567301174161,500.0,-0.0,0.013081898171385943
19,422.07216914639537,500.0,-0.0,0.012354429650680353
20,435.98900526470595,500.0,-0.0,0.012665985860860972
21,429.83849000492444,500.0,-0.0,0.012528294275740244
22,417.8379791511653,500.0,-0.0,0.012259638839257138
23,350.5253158252691,500.0,-0.0,0.0107527102453803
24,360.9605059792369,500.0,-0.0,0.010986322847357177
25,330.20322017340436,500.0,-0.0,0.010297759490022004
26,300.63936734351466,500.0,-0.0,0.009635913516719264
27,282.64433548716147,500.0,-0.0,0.009233058738551084
28,255.5252169876528,500.0,-0.0,0.008625943032702584
29,248.32825594423537,500.0,-0.0,0.008464824665823597
30,283.1565468990548,500.0,-0.0,0.00924452561542914
31,267.4804656626849,500.0,-0.0,0.008893585184790526
32,264.2507426076369,500.0,-0.0,0.008821281374757167
33,242.54355040654946,500.0,-0.0,0.008335322462951423
34,293.5185321925758,500.0,-0.0,0.009476499380195194
35,323.98941148591894,500.0,-0.0,0.010158650954935268
36,334.1463303045274,500.0,-0.0,0.010386033896527456
37,357.70298353559417,500.0,-0.0,0.010913396692411348
38,420.746506243048,500.0,-0.0,0.012324752035263115
39,419.3442002784508,500.0,-0.0,0.012293358611633678
40,405.92605838448776,500.0,-0.0,0.011992966669053529
41,420.9333128973641,500.0,-0.0,0.01232893407583329
42,442.2139016765577,500.0,-0.0,0.012805342616833098
43,464.1516484225459,500.0,-0.0,0.013296462953235536
44,403.8792697997617,500.0,-0.0,0.011947145213007266
45,445.97884077966216,500.0,-0.0,0.012889628308534297
46,386.304481489856,500.0,-0.0,0.011553698427113407
47,339.88372705225413,500.0,-0.0,0.010514476997518812
48,357.2317957152113,500.0,-0.0,0.010902848210676436
49,350.56361575716824,500.0,-0.0,0.010753567665955725
50,297.3740934170388,500.0,-0.0,0.009562813829327249
51,295.538624720961,500.0,-0.0,0.009521723191628154
52,264.0224678268835,500.0,-0.0,0.00881617098724044
53,262.3842599154523,500.0,-0.0,0.008779496426727231
54,292.95196117868124,500.0,-0.0,0.009463815554907138
55,283.89464606001,500.0,-0.0,0.009261049441345445
56,255.90321252416834,500.0,-0.0,0.008634405218778557
57,348.212029811378,500.0,-0.0,0.010700922711387319
58,297.2460264630786,500.0,-0.0,0.00955994679442894
59,356.2471887610668,500.0,-0.0,0.010880805814794003
60,374.515531370846,500.0,-0.0,0.01128977920079913
61,387.7915669905793,500.0,-0.0,0.0115869898102181
62,415.1807091700117,500.0,-0.0,0.012200150536189053
63,426.4781369107185,500.0,-0.0,0.012453066051020256
64,458.51665246747336,500.0,-0.0,0.013170312298789327
65,436.5630572862816,500.0,-0.0,0.012678837163467988
66,428.6953331385048,500.0,-0.0,0.012502702422971707
67,454.15227848719996,500.0,-0.0,0.013072607058492947
68,466.2436087027834,500.0,-0.0,0.013343295668029212
69,413.977032872936,500.0,-0.0,0.012173203834926418
70,427.6361777486758,500.0,-0.0,0.012478991111259606
71,370.2388016348257,500.0,-0.0,0.011194036052198843
72,376.64441870498786,500.0,-0.0,0.011337438601548564
73,341.5778657494782,500.0,-0.0,0.010552403680533569
74,311.78549066848484,500.0,-0.0,0.009885441779595371
75,301.98832863019743,500.0,-0.0,0.00966611271304423
76,256.04721247683347,500.0,-0.0,0.008637628945718871
77,267.1378756596081,500.0,-0.0,0.008885915622391646
78,235.59240835213404,500.0,-0.0,0.008179707245779225
79,238.00058316153707,500.0,-0.0,0.00823361905523733
80,301.2381851940453,500.0,-0.0,0.009649319251939091
81,298.66341079496135,500.0,-0.0,0.009591677777466799
82,341.9546323085756,500.0,-0.0,0.010560838353492082
83,349.5000929562236,500.0,-0.0,0.010729758581010978
84,357.3438711490237,500.0,-0.0,0.010905357243413193
85,450.4922566139419,500.0,-0.0,0.012990670148816318
86,443.4253347693059,500.0,-0.0,0.012832462969480452
87,438.2549592228298,500.0,-0.0,0.012716713772121491
88,447.8174282301537,500.0,-0.0,0.012930788765788452
89,484.8998435340119,500.0,-0.0,0.013760952797195925
90,447.58829165149257,500.0,-0.0,0.012925659085201964
91,475.8573387673132,500.0,-0.0,0.013558518242983842
92,446.9558515733936,500.0,-0.0,0.012911500649173563
93,392.0980175690605,500.0,-0.0,0.011683398319318559
94,409.53177881890565,500.0,-0.0,0.012073687932418841
95,392.70855643276343,500.0,-0.0,0.011697066452860276
96,357.3418139696007,500.0,-0.0,0.010905311189337451
97,341.5800234084471,500.0,-0.0,0.010552451984044905
98,328.30222532106814,500.0,-0.0,0.010255201918262753
99,276.1859471898956,500.0,-0.0,0.009088474799740193
100,316.22898430742566,500.0,-0.0,0.00998491827169034
101,271.1652141764695,500.0,-0.0,0.008976075649768623
102,284.6676656761813,500.0,-0.0,0.009278355031492672
103,246.42280786009508,500.0,-0.0,0.00842216739956395
104,308.4249028598333,500.0,-0.0,0.009810208300323088
105,321.1844566168078,500.0,-0.0,0.010095856430280476
106,318.5607873714483,500.0,-0.0,0.010037120346884615
107,366.6850362918401,500.0,-0.0,0.011114477907465425
108,388.20527331358767,500.0,-0.0,0.011596251453671288
109,421.3253402974028,500.0,-0.0,0.012337710393237958
110,436.98673306874366,500.0,-0.0,0.012688321993209965
111,429.92633614651743,500.0,-0.0,0.012530260887312086
112,452.9657884680297,500.0,-0.0,0.013046045106433781
113,425.3647966550733,500.0,-0.0,0.012428141702717126
114,456.7563119849125,500.0,-0.0,0.013130903556406236
115,439.2093376159719,500.0,-0.0,0.012738079441208763
116,455.7769486984263,500.0,-0.0,0.01310897855051167
117,442.69182941028384,500.0,-0.0,0.012816041985008025
118,407.55076290659656,500.0,-0.0,0.012029338929189977
119,336.4781251688006,500.0,-0.0,0.010438235788153939
120,356.62797125500344,500.0,-0.0,0.010889330392485762
121,302.62868114320315,500.0,-0.0,0.00968044828475289
122,311.1847027896397,500.0,-0.0,0.009871991941351663
123,289.65420840620277,500.0,-0.0,0.009389988763589662
124,255.24721667737788,500.0,-0.0,0.008619719439756458
125,246.20778433716362,500.0,-0.0,0.008417353667956082
126,288.6507567780699,500.0,-0.0,0.009367524491990652
127,320.93234711621017,500.0,-0.0,0.010090212454890599
128,294.00363687602385,500.0,-0.0,0.009487359418743548
129,319.9007756998907,500.0,-0.0,0.010067118665593454
130,325.831061752207,500.0,-0.0,0.010199879979446658
131,355.51671339864663,500.0,-0.0,0.010864452662855503
132,353.89658595953836,500.0,-0.0,0.010828182869876185
133,410.46265764114787,500.0,-0.0,0.012094527516612379
134,433.01864188002685,500.0,-0.0,0.012599488335768162
135,439.80630800522874,500.0,-0.0,0.012751443817313057
136,458.35645403031106,500.0,-0.0,0.013166725936376574
137,454.14503108645897,500.0,-0.0,0.013072444810932558
138,484.1249525278803,500.0,-0.0,0.013743605312241657
139,449.17620649773426,500.0,-0.0,0.012961207734864777
140,441.5075372249637,500.0,-0.0,0.012789529235855263
141,435.80003420105834,500.0,-0.0,0.012661755365659094
142,398.9429846626773,500.0,-0.0,0.011836636597643358
143,378.71705288759256,500.0,-0.0,0.011383838662994535
144,312.1969811498435,500.0,-0.0,0.009894653817001546
145,318.86167595354596,500.0,-0.0,0.010043856339572034
146,339.6417668613059,500.0,-0.0,0.010509060234724055
147,295.36873419065614,500.0,-0.0,0.00951791985232622
148,297.2764231319534,500.0,-0.0,0.009560627284655041
149,281.58249382954875,500.0,-0.0,0.009209287289362107
150,312.3342237837576,500.0,-0.0,0.009897726267846981
151,271.77439385860146,500.0,-0.0,0.008989713355312512
152,285.38597863559005,500.0,-0.0,0.009294435903714954
153,332.4070322774478,500.0,-0.0,0.010347096231595224
154,357.6295000306643,500.0,-0.0,0.010911751617186482
155,373.3934572622661,500.0,-0.0,0.011264659327730351
156,397.7191985250756,500.0,-0.0,0.01180923969738087
157,402.74489667216903,500.0,-0.0,0.011921750001799849
158,454.79532695131036,500.0,-0.0,0.013087002984458985
159,451.42842024541017,500.0,-0.0,0.013011628044033998
160,470.0125445032761,500.0,-0.0,0.013427670833794843
161,455.2234446684449,500.0,-0.0,0.013096587255792477
162,500.0,500.0,-0.0,0.014099
163,443.69638316228986,500.0,-0.0,0.012838530929854184
164,440.49791858390904,500.0,-0.0,0.012766926903337972
165,397.135155291793,500.0,-0.0,0.011796164721517371
166,379.90878966289915,500.0,-0.0,0.011410518074183324
167,369.9540895445467,500.0,-0.0,0.011187662202633768
